uniq,relid,year,active_year,code_status,type_of_violence,source_article,source_original,conflict_id,conflict_name,dyad_id,dyad_name,side_a,side_a_id,side_b,side_b_id,where_location,where_prec,country,isocc,isonumber,gwno,region,adm1,adm2,lat,lng,geocomment,priogrid_gid,date_start,date_end,date_prec,event_type,deaths_a,deaths_b,civilian_deaths,unknown,best_est,high_est,low_est,deathsplit,dyad_unique,geom_wkt
19301,NIG-2003-3-475-4,2003,1,clear,3,BBC Monitoring Africa  "Four feared dead as policemen, dock workers clash at Apapa Port."" 22 February 2003",Local Media,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town  Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos Island,6.453056,3.395833,,138607,2/20/2003,2/20/2003,1,1,0,0,1,0,1,1,1,0,30475,POINT(3.395833 6.453056)
19303,NIG-2003-2-66-1,2003,1,clear,2,Agence France-Presse  ""Nigerian death toll hits 110 as refugees overwhelm Red Cross [Corrected 03/04/03]", 4 March 2003",Local Media  Red Cross,66,Fulani - Yugur,66,Fulani - Yugur,Fulani,1461,Yugur,1563,Dumne Village  Adamawa State,1,Nigeria,NGA,566,475,Africa,Adamawa,Song,9.779722,12.421667,,143665,2/28/2003,3/2/2003,0,2,0,0,37,63,100,110,100,0,20066,POINT(12.421667 9.779722)
19308,NIG-2003-2-436-3,2003,1,clear,2,Reuters News  "Riots hit Nigerian oil city, dozens feared dead."" 3 February 2003",Witnesses,436,Itsekiri - Urhobo,436,Itsekiri - Urhobo,Itsekiri,1480,Urhobo,1820,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,1/31/2003,2/2/2003,0,2,0,0,0,16,16,24,16,0,20436,POINT(5.75 5.5167)
19309,NIG-2003-2-436-4,2003,1,clear,2,Xinhua News Agency  ""Communal clash kills 15 in southern Nigeria."" 7 February 2003,Local media,436,Itsekiri - Urhobo,436,Itsekiri - Urhobo,Itsekiri,1480,Urhobo,1820,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,2/2/2003,2/6/2003,2,3,0,0,0,12,12,12,12,0,20436,POINT(5.75 5.5167)
19312,NIG-2003-3-475-5,2003,1,clear,3,"Reuters News. ""Rioters burn king's palace in southern Nigeria."" 17 March 2003",Police & Residents,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Sagamu town  Ogun State,1,Nigeria,NGA,566,475,Africa,Ogun,Sagamu,6.843226,3.647763,,139328,3/17/2003,3/17/2003,1,1,0,0,1,0,1,1,1,0,30475,POINT(3.647763 6.843226)
19314,NIG-2003-2-5-3,2003,1,clear,2,All Africa  "Seven Feared Dead As AD, PDP Supporters Clash in Lagos."" 18 March 2003",Local media  witnesses,5,Supporters of AD - Supporters of PDP,5,Supporters of AD - Supporters of PDP,Supporters of PDP,1527,Supporters of AD,1425,Oshodi village  Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Mushin,6.558174,3.346625,,139327,3/17/2003,3/17/2003,1,1,0,0,0,7,7,7,7,0,20005,POINT(3.346625 6.558174)
19319,NIG-2003-2-5-4,2003,1,clear,2,All Africa  "Effurun Boils As PDP, AD Loyalists Engage in Gun Duel."  21 March 2003,Local media,5,Supporters of AD - Supporters of PDP,5,Supporters of AD - Supporters of PDP,Supporters of PDP,1527,Supporters of AD,1425,Effurun town  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Uvwie,5.554632,5.786239,,137892,3/20/2003,3/20/2003,1,1,0,0,0,1,1,1,1,0,20005,POINT(5.786239 5.554632)
19320,NIG-2003-2-15-16,2003,1,clear,2,All Africa  "ANPP, PDP Clash Again in Cross River."" 23 March 2003",,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Obubra LGA  Cross River State.,3,Nigeria,NGA,566,475,Africa,Cross River,Obubra,6.075254,8.329038,Obubra used as centroid.,138617,3/17/2003,3/23/2003,3,1,1,0,0,0,1,2,1,0,20015,POINT(8.329038 6.075254)
19322,NIG-2003-2-15-17,2003,1,clear,2,All Africa  ""3 ANPP Supporters Killed in Attack." 31 March 2003 Associated Press Newswires, ""One person killed in Nigerian political violence"" 1 April 2003",Police,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Bakana village  Rivers State,1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.737333,6.966013,,136454,3/29/2003,3/29/2003,1,1,1,3,0,0,4,4,4,0,20015,POINT(6.966013 4.737333)
19326,NIG-2003-3-475-6,2003,1,clear,3,Agence France-Presse  ""Nigerian police in deadly revenge attack on village: witnesses"" 2 April 2003,Police & Witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kadawa community  Kano State,1,Nigeria,NGA,566,475,Africa,Kano,Bunkure,11.645721,8.447866,,146537,3/31/2003,3/31/2003,1,1,0,0,3,0,3,3,3,0,30475,POINT(8.447866 11.645721)
19327,NIG-2003-2-86-5,2003,1,clear,2,Reuters News  ""Nigerian villages razed in oil-rich Niger Delta."" 6 April 2003,Itsekiri spokesman,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,"Warri town, Delta State (Bateren and Jakpa villages, near the southern oil hub of Warri)",2,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.516667,5.75,Unknown location  coded near Warri City.,137892,4/3/2003,4/3/2003,1,1,0,0,0,3,3,11,3,0,20086,POINT(5.75 5.516667)
19328,NIG-2003-2-15-18,2003,1,clear,2,Xinhua News Agency  "One feared dead, 10 wounded in political party clash in northern Nigeria."" 7 April 2003",Local media,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Gwarzo LGA  Kano State,3,Nigeria,NGA,566,475,Africa,Kano,Gwarzo,11.915214,7.934604,Gwarzo used as centroid.,146536,4/6/2003,4/6/2003,1,1,0,0,0,0,0,1,0,0,20015,POINT(7.934604 11.915214)
19329,NIG-2003-2-86-6,2003,1,clear,2,Associated Press Newswires  ""Two die in fresh fighting in Nigeria's restive oil region" 8 April 2003 Xinhua News Agency, ""2 killed in renewed clash in oil-rich southern Nigeria."" 8 April 2003",Witnesses,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta state,2,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.516667,5.75,Unknown location  coded near Warri City.,137892,4/7/2003,4/7/2003,1,1,2,0,0,0,2,2,2,0,20086,POINT(5.75 5.516667)
19330,NIG-2003-2-15-19,2003,1,clear,2,Xinhua News Agency  ""Two killed in political party clash in Nigeria."" 11 April 2003,Local radio,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ilorin town  Kware State,1,Nigeria,NGA,566,475,Africa,Kwara,Ilorin West,8.5,4.55,,142210,4/11/2003,4/11/2003,1,1,0,0,0,2,2,2,2,0,20015,POINT(4.55 8.5)
19331,NIG-2003-2-15-20,2003,1,clear,2,Agence France-Presse  "Sporadic violence in run-up to Nigerian poll, four said dead [Corrected 04/11/03]"" 11 April 2003",Taxi driver,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,4/10/2003,4/10/2003,1,1,0,0,0,2,2,2,2,0,20015,POINT(5.75 5.5167)
19332,NIG-2003-2-15-21,2003,1,clear,2,Agence France-Presse  "Sporadic violence in run-up to Nigerian poll, four said dead [Corrected 04/11/03]"" 11 April 2003",Police,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ilorin town  Kware State,1,Nigeria,NGA,566,475,Africa,Kwara,Ilorin West,8.5,4.55,,142210,4/10/2003,4/10/2003,1,1,0,0,0,2,2,2,2,0,20015,POINT(4.55 8.5)
19333,NIG-2003-2-15-22,2003,1,clear,2,Agence France-Presse  ""Six killed in Nigerian elections: observers [Corrected 04/12/03]"" 12 April 2003,Priest,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Enugu State,4,Nigeria,NGA,566,475,Africa,Enugu,,6.5,7.5,,139336,4/12/2003,4/12/2003,1,1,0,5,0,0,5,5,5,0,20015,POINT(7.5 6.5)
19334,NIG-2003-2-15-23,2003,1,clear,2,Agence France-Presse  ""Six killed in Nigerian elections: observers [Corrected 04/12/03]"" 12 April 2003,Priest,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Benin town  Edo State,1,Nigeria,NGA,566,475,Africa,Edo,Ikpoba-Okha,6.335045,5.627492,,138612,4/12/2003,4/12/2003,1,1,0,1,0,0,1,1,1,0,20015,POINT(5.627492 6.335045)
19335,NIG-2003-2-86-7,2003,1,clear,2,BBC Monitoring Africa  ""Six people feared dead in fresh clashes in Niger Delta."" 14 April 2003,Local Media,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta State (Itsekiri village of Ugbuwangue near Warri),2,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.516667,5.75,Unknown location  coded near Warri City.,137892,4/13/2003,4/13/2003,1,1,0,3,0,0,3,3,3,0,20086,POINT(5.75 5.516667)
19336,NIG-2003-3-475-7,2003,1,clear,3,BBC Monitoring Africa  ""Ten people die from gun shot wounds by army men in Benue State."" 21 April 2003,Witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Adikpo town. Kwande LGA  Benue State,1,Nigeria,NGA,566,475,Africa,Benue,Kwande,6.887886,9.235472,,139339,4/19/2003,4/19/2003,1,1,0,0,10,0,10,10,10,0,30475,POINT(9.235472 6.887886)
19337,NIG-2003-2-15-24,2003,1,clear,2,Agence France-Presse  ""At least 16 dead in violence during Nigeria's election weekend [Corrected 04/22/03]""  22 April 2003,Police,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ilorin town  Kware State,1,Nigeria,NGA,566,475,Africa,Kwara,Ilorin West,8.5,4.55,,142210,4/20/2003,4/20/2003,1,1,0,0,0,0,0,3,0,0,20015,POINT(4.55 8.5)
19340,NIG-2003-2-15-25,2003,1,clear,2,BBC Monitoring Africa  "Official, four others killed in Nasarawa poll violence."" 5 May 2003",Local media,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Toto LGA  Nassarawa State (Ukya village),3,Nigeria,NGA,566,475,Africa,Nassarawa,Toto,8.378889,7.084444,Toto used as centroid.,141495,5/3/2003,5/3/2003,1,1,0,0,0,4,4,4,4,0,20015,POINT(7.084444 8.378889)
19342,NIG-2003-2-5-5,2003,1,clear,2,Reuters News  ""Clashes in Nigerian oil town kill 18 - Red Cross."" 15 May 2003,Witness,5,Supporters of AD - Supporters of PDP,5,Supporters of AD - Supporters of PDP,Supporters of PDP,1527,Supporters of AD,1425,Warri town  Delta state,2,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.516667,5.75,,137892,5/12/2003,5/15/2003,2,3,0,0,0,18,18,18,18,0,20005,POINT(5.75 5.516667)
19344,NIG-2003-2-373-1,2003,0,clear,2,Agence France Presse  ""Religious unrest claims at least two lives in Nigeria - police." 9 June 2003 Agence France Presse, ""Death toll in Nigerian religious unrest rises to 10 - police."" 11 June 2003",Police,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Numan town  Adamawa State,1,Nigeria,NGA,566,475,Africa,Adamawa,Numan,9.466667,12.033333,,142945,6/8/2003,6/8/2003,1,1,1,0,0,9,10,10,10,1,20373,POINT(12.033333 9.466667)
19346,NIG-2003-3-475-8,2003,1,clear,3,All Africa  "Fuel Price - Security Man, Fifteen Others Killed in Protest."" 9 July 2003",Eko trust,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town  Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos Island,6.453056,3.395833,,138607,7/7/2003,7/7/2003,1,1,0,0,15,0,15,15,15,0,30475,POINT(3.395833 6.453056)
19347,NIG-2003-2-5-6,2003,1,clear,2,BBC Monitoring Africa  ""Ten people killed in renewed hostilities in Delta State."" 14 July 2003,Local media,5,Supporters of AD - Supporters of PDP,5,Supporters of AD - Supporters of PDP,Supporters of PDP,1527,Supporters of AD,1425,Effurun town  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Uvwie,5.554632,5.786239,,137892,7/11/2003,7/11/2003,1,1,0,0,0,3,3,3,3,0,20005,POINT(5.786239 5.554632)
19377,NIG-2010-2-429-1,2010,1,clear,2,NigeriaWatch,Vanguard,429,Fulani - Birom,429,Fulani - Birom,Fulani,1461,Birom,1443,Jol village  Plateau State,1,Nigeria,NGA,566,475,Africa,Plateau,Riyom,9.55,8.8,,143658,2/13/2010,2/13/2010,1,1,0,0,0,0,0,1,0,0,20429,POINT(8.8 9.55)
19349,NIG-2003-2-86-8,2003,1,clear,2,Agence France Presse  ""New attack endangers peace process in oil-rich Niger Delta."" 25 July 2003,Police and local leaders,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Abi-Gborodo village  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Sapele,5.892009,5.53524,,137892,7/24/2003,7/24/2003,1,1,0,15,0,0,15,15,15,0,20086,POINT(5.53524 5.892009)
19350,NIG-2003-2-86-9,2003,1,clear,2,Reuters News  ""At least two killed in fresh Niger Delta violence."" 28 July 2003,Local based NGO,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Niger Delta  Bayelsa State (village of Mangorogbene),5,Nigeria,NGA,566,475,Africa,Bayelsa,,4.75,6.083333,,136453,7/25/2003,7/25/2003,1,1,2,0,0,0,2,10,2,0,20086,POINT(6.083333 4.75)
19352,NIG-2003-3-475-10,2003,1,clear,3,Agence France Presse  ""Police shoot mechanic dead in rich Nigerian neighbourhood."" 1 August 2003,Witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town  Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos Island,6.453056,3.395833,,138607,8/1/2003,8/1/2003,1,1,0,0,1,0,1,1,1,0,30475,POINT(3.395833 6.453056)
19353,NIG-2003-2-86-10,2003,1,clear,2,Reuters News  ""At least 10 dead in fresh Niger Delta violence." 3 August 2003 Agence France Presse, ""At least 20 killed in fresh clashes near Nigerian oil city."" 4 August 2003",Local NGO  Police,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,"Warri town, Delta State (Nearby Ijaw communities of Ojudorgbene, Erekongbene and Gbarikodegbene)",2,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.516667,5.75,,137892,8/2/2003,8/3/2003,2,3,0,0,0,20,20,20,20,0,20086,POINT(5.75 5.516667)
19354,NIG-2003-3-475-11,2003,1,clear,3,All Africa  ""Teenager Shot Dead At Closed Nigeria/benin Border."" 12 August 2003,Witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,"Nigeria-Benin border, Seme border, Lagos State",1,Nigeria,NGA,566,475,Africa,Lagos,Badagary,6.3804944,2.7104167,Coordinates estimated via Google Earth.,138606,8/9/2003,8/10/2003,2,1,0,0,1,0,1,1,1,0,30475,POINT(2.7104167 6.3804944)
19355,NIG-2003-2-86-11,2003,1,clear,2,Agence France Presse  "New fighting in flashpoint Nigerian oil city, police injured." 18 August 2003 Agence France Presse  ""Troops deployed in Nigerian oil city to end clashes." 20 August 2003 Reuters News, "UPDATE 2-Nearly 100 killed in Nigeria oil city - Red Cross."" 22 August 2003 Associated Press Newswires  ""Warring militias in Nigeria's oil delta agree to cease-fire", 21 August 2003","Police & Witnesses, Residents, Nigerian Red Cross",86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,8/15/2003,8/19/2003,2,3,0,0,0,30,30,45,30,0,20086,POINT(5.75 5.5167)
19356,NIG-2003-2-258-1,2003,0,clear,2,Reuters News  ""At least four dead in Niger Delta fighting."" 22 October 2003,Regional sources,258,Ijaw - Urhobo,258,Ijaw - Urhobo,Ijaw,1477,Urhobo,1820,Ayakoromo village  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Burutu,5.322298,5.741645,,137172,10/18/2003,10/18/2003,1,1,0,4,0,0,4,4,4,0,20258,POINT(5.741645 5.322298)
19357,NIG-2003-2-86-12,2003,1,clear,2,All Africa  ""Fresh Violence Threatens Fragile Truce in Niger Delta." 23 October 2003 Agence France Presse, "Death toll mounts in Niger Delta oil field unrest.""  23 October 2003,"Police, military, local sources",86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Okwagbe village  Delta State,1,Nigeria,NGA,566,475,Africa,Delta,Ughelli South,5.36176,5.791827,Likely location  two places with the name Okwagbe in Delta state,137172,10/21/2003,10/21/2003,1,1,10,0,0,0,10,10,10,0,20086,POINT(5.791827 5.36176)
19358,NIG-2003-2-373-2,2003,0,clear,2,Reuters News  ""Three killed in Nigerian religious clash." 2 November 2003 Agence France Presse, ""Beauty pageant riot leaves one dead on Nigerian campus."" 3 November 2003",local authorities,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Maiduguri town  Borno State (University of Maiduguri),1,Nigeria,NGA,566,475,Africa,Borno,Maiduguri,11.84644069,13.16027423,,146547,11/1/2003,11/1/2003,1,1,0,0,1,0,1,3,1,0,20373,POINT(13.1602742255245 11.8464406879537)
19359,NIG-2003-2-86-13,2003,1,clear,2,All Africa  ""Death Toll Reaches 19 in Warri"" 8 December 2003,Military,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri North LGA  Delta State (Yukugbene situated on the banks of the Benin River),3,Nigeria,NGA,566,475,Africa,Delta,Warri North,6.001093,5.467541,Koko used as centroid.,138611,12/5/2003,12/5/2003,1,1,0,0,0,10,10,10,10,1,20086,POINT(5.467541 6.001093)
19360,NIG-2003-2-86-14,2003,1,clear,2,All Africa  ""Death Toll Reaches 19 in Warri"" 8 December 2003,Military,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri North LGA  Delta State (Ologbobubor situated on the banks of the Benin River),3,Nigeria,NGA,566,475,Africa,Delta,Warri North,6.001093,5.467541,Koko used as centroid.,138611,12/5/2003,12/5/2003,1,1,0,0,0,9,9,9,9,1,20086,POINT(5.467541 6.001093)
19361,NIG-2003-2-86-15,2003,1,clear,2,Agence France Presse  ""One killed in renewed ethnic strife in southern Nigeria."" 19 December 2003,Police,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta State (Warri river),7,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.516667,5.75,,137892,12/18/2003,12/18/2003,1,1,1,0,0,0,1,1,1,0,20086,POINT(5.75 5.516667)
19362,NIG-2003-1-446-1,2003,0,clear,1,Agence France Presse  ""Islamic group kills policeman in renewed religious violence in Nigeria."" 30 December 2003,Residents,249,Nigeria (Northern Nigeria),446,Government of Nigeria - Ahlul Sunnah Jamaa,Government of Nigeria,475,Ahlul Sunnah Jamaa,1413,Yobe State (Kanamma),4,Nigeria,NGA,566,475,Africa,Yobe,,12,11.5,Unknown location  coded by ADM1.,147264,12/22/2003,12/28/2003,3,1,1,0,0,0,1,1,1,0,10446,POINT(11.5 12)
19363,NIG-2010-2-254-1,2010,1,clear,2,"Agence France Presse 17 January 2010 ""Deadly sectarian clashes in Nigeria prompt curfew""    Reuters News 18 January 2010 ""Nigerian police restore calm in Jos after clashes""  Agence France Presse 18 January 2010 ""Security forces patrol Nigerian city after deadly unrest""  ",officials and residents  a religious leader,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau State (Nassarawa Gwom district),1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,1/17/2010,1/17/2010,1,1,0,0,0,12,12,12,12,0,20254,POINT(8.9 9.916667)
19364,NIG-2010-2-254-2,2010,1,clear,2,"Agence France Presse 19 January 2010 ""Buildings burn in fresh religious clashes in Nigeria"" Agence France Presse 19 January 2010 ""192 killed in fresh Nigeria clashes: Muslim cleric""",An employee at Jos central mosque; officials and residen,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau State,1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,1/18/2010,1/19/2010,2,3,0,0,0,26,26,26,26,0,20254,POINT(8.9 9.916667)
19365,NIG-2010-2-254-3,2010,1,clear,2,"Agence France Presse 19 January 2010 ""192 killed in fresh Nigeria clashes: Muslim cleric""   Agence France Presse 19 January 2010 ""Nearly 200 die in fresh Nigeria religious clashes""",paramedic,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Bukuru town  Plateau State (outskirts of Jos),1,Nigeria,NGA,566,475,Africa,Plateau,Jos South,9.8,8.866667,,143658,1/19/2010,1/19/2010,1,1,0,0,0,5,5,5,5,0,20254,POINT(8.866667 9.8)
19366,NIG-2010-2-254-4,2010,1,clear,2,Agence France Presse 20 January 2010 ""Nigeria religious clashes spread""    HRW 23 January 2010 ""Nigeria: Protect Survivors  Fully Investigate Massacre Reports"" Agence France Presse 24 January 2010 ""Frightened residents flee violence-hit Nigerian city"",Residents,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Kuru Karama town  Plateau State,1,Nigeria,NGA,566,475,Africa,Plateau,Jos South,9.716667,8.85,,143658,1/19/2010,1/20/2010,2,1,0,150,0,28,178,178,0,0,20254,POINT(8.85 9.716667)
19367,NIG-2010-2-254-5,2010,1,clear,2,"Agence France Presse 20 January 2010 ""Nigerian unrest has caused ""extensive damage"": police"" Reuters News 20 January 2010 ""Nigerian death toll rises to 464 in Jos"" Agence France Presse 23 January 2010 ""150 bodies recovered from wells after Nigerian massacre: official""   Agence France Presse 24 January 2010 ""Frightened residents flee violence-hit Nigerian city"" Agence France Presse 25 January 2010 ""Police arrest 313 over Nigeria's inter-religious clashes"" ","Muslim and Christian leaders, medics, HRW, ICG",254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau State  (and surrounding area),2,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,1/17/2010,1/20/2010,0,2,55,214,0,2,271,283,271,0,20254,POINT(8.9 9.916667)
19368,NIG-2010-2-254-6,2010,1,clear,2,"Agence France Presse 25 January 2010 ""More bodies found after Nigeria clashes: official""  ",head of a Muslim volunteer burial team,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Gero village  Plateau State,1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.833333,8.833333,,143658,1/17/2010,1/20/2010,2,1,0,0,0,51,51,51,0,0,20254,POINT(8.833333 9.833333)
19369,NIG-2010-2-254-7,2010,1,clear,2,"Agence France Presse 25 January 2010 ""More bodies found after Nigeria clashes: official""  ",head of a Muslim volunteer burial team,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Plateau State (Talchon village),4,Nigeria,NGA,566,475,Africa,Plateau,,9.166667,9.75,,142940,1/17/2010,1/20/2010,2,1,0,0,0,10,10,10,0,0,20254,POINT(9.75 9.166667)
19370,NIG-2010-2-254-8,2010,1,clear,2,"Agence France Presse 25 March 2010 Nigerian flashpoint city still wracked by killings  ",spokesman of the Hausa community of Muslims; Information commissioner of Plateau State  Gregory Yenlong,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau State,1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,3/9/2010,3/23/2010,0,2,0,0,0,0,0,23,0,0,20254,POINT(8.9 9.916667)
19371,NIG-2010-2-254-9,2010,1,clear,2,NigeriaWatch,"New Nigerian (3 Deaths) , Vanguard (3 Deaths) , Daily Trust (3 Deaths)",254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau State (Nassarawa Gwom district),1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,4/5/2010,4/5/2010,1,1,0,0,0,0,0,3,0,0,20254,POINT(8.9 9.916667)
19372,NIG-2010-2-373-10,2010,0,clear,2,Agence France Presse 16 April 2010 Tension rises in northern Nigeria after pastor's murder  ,residents and officials,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,"Boto village, Tafawa Balewa district, Bauchi State",1,Nigeria,NGA,566,475,Africa,Bauchi,Tafawa Balewa,9.733333,9.233333,,143659,4/13/2010,4/15/2010,2,1,0,0,0,0,0,2,0,0,20373,POINT(9.233333 9.733333)
19373,NIG-2010-2-254-11,2010,1,clear,2,Agence France Presse 24 April 2010 Two dead as Christian-Muslim strife flares in Nigeria  ,police and residents,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau State,1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,4/24/2010,4/24/2010,1,1,1,0,0,0,1,5,1,0,20254,POINT(8.9 9.916667)
